val_loss,epoch,step,train_loss,test_loss
0.26132631301879883,0,781,,
,0,781,0.45286568999290466,
0.19948352873325348,1,1563,,
,1,1563,0.23404696583747864,
0.16606596112251282,2,2345,,
,2,2345,0.17718248069286346,
0.16606596112251282,2,2346,,
,2,2346,,0.16063028573989868
