val_loss,epoch,step,train_loss,test_loss
0.2566334009170532,0,781,,
,0,781,0.4383549690246582,
0.1957482546567917,1,1563,,
,1,1563,0.22878722846508026,
0.1639094054698944,2,2345,,
,2,2345,0.1779467910528183,
0.1639094054698944,2,2346,,
,2,2346,,0.15971243381500244
